brnx:1206,A hydrogen atom can't have hydrogens
brnx:1486,A hydrogen atom can't have hydrogens
brnx:1923,A hydrogen atom can't have hydrogens
brnx:3265,A hydrogen atom can't have hydrogens
brnx:3948,A hydrogen atom can't have hydrogens
brnx:4688,A hydrogen atom can't have hydrogens
brnx:6218,A hydrogen atom can't have hydrogens
brnx:7631,A hydrogen atom can't have hydrogens
